contract_id,filename,title,allowed_roles,source,char_count,word_count
cuad_0031,cuad_0031.txt,Contract_0031,"admin,viewer",CUAD,111656,17487
cuad_0032,cuad_0032.txt,Contract_0032,"admin,legal",CUAD,167222,25287
cuad_0033,cuad_0033.txt,Contract_0033,"admin,legal,finance",CUAD,15290,2316
cuad_0034,cuad_0034.txt,Contract_0034,"admin,legal,hr",CUAD,34119,5444
cuad_0035,cuad_0035.txt,Contract_0035,"admin,legal",CUAD,20761,3260
cuad_0036,cuad_0036.txt,Contract_0036,"admin,legal",CUAD,145409,21932
cuad_0037,cuad_0037.txt,Contract_0037,"admin,legal,finance",CUAD,61898,9583
cuad_0038,cuad_0038.txt,Contract_0038,"admin,legal",CUAD,60404,9315
cuad_0039,cuad_0039.txt,Contract_0039,"admin,legal,hr",CUAD,16396,2606
cuad_0040,cuad_0040.txt,Contract_0040,"admin,legal,finance",CUAD,65520,10256
cuad_0041,cuad_0041.txt,Contract_0041,"admin,legal",CUAD,105130,15873
cuad_0042,cuad_0042.txt,Contract_0042,"admin,legal",CUAD,248404,38518
cuad_0043,cuad_0043.txt,Contract_0043,"admin,legal",CUAD,19090,2920
cuad_0044,cuad_0044.txt,Contract_0044,"admin,legal",CUAD,30465,4657
cuad_0045,cuad_0045.txt,Contract_0045,"admin,legal",CUAD,46135,7336
cuad_0046,cuad_0046.txt,Contract_0046,"admin,legal",CUAD,83815,12528
cuad_0047,cuad_0047.txt,Contract_0047,"admin,finance",CUAD,67694,10537
cuad_0048,cuad_0048.txt,Contract_0048,"admin,procurement,legal",CUAD,16508,2819
cuad_0049,cuad_0049.txt,Contract_0049,"admin,procurement,legal",CUAD,31984,4870
cuad_0050,cuad_0050.txt,Contract_0050,"admin,finance",CUAD,290751,45651
cuad_0051,cuad_0051.txt,Contract_0051,"admin,legal",CUAD,28272,4301
cuad_0052,cuad_0052.txt,Contract_0052,"admin,legal,finance",CUAD,265308,40936
cuad_0053,cuad_0053.txt,Contract_0053,"admin,viewer",CUAD,122390,18871
cuad_0054,cuad_0054.txt,Contract_0054,"admin,viewer",CUAD,14687,2287
cuad_0055,cuad_0055.txt,Contract_0055,"admin,legal",CUAD,32150,5339
cuad_0056,cuad_0056.txt,Contract_0056,"admin,legal",CUAD,26644,4097
cuad_0057,cuad_0057.txt,Contract_0057,"admin,legal",CUAD,34411,5368
cuad_0058,cuad_0058.txt,Contract_0058,"admin,viewer",CUAD,22273,3360
cuad_0059,cuad_0059.txt,Contract_0059,"admin,viewer",CUAD,6291,969
cuad_0060,cuad_0060.txt,Contract_0060,"admin,legal",CUAD,14076,2131
cuad_0061,cuad_0061.txt,Contract_0061,"admin,legal",CUAD,83782,12758
cuad_0062,cuad_0062.txt,Contract_0062,"admin,legal",CUAD,13289,2044
cuad_0063,cuad_0063.txt,Contract_0063,"admin,legal",CUAD,10830,1601
cuad_0064,cuad_0064.txt,Contract_0064,"admin,legal",CUAD,39863,6122
cuad_0065,cuad_0065.txt,Contract_0065,"admin,legal,finance",CUAD,49638,7649
cuad_0066,cuad_0066.txt,Contract_0066,"admin,legal,finance",CUAD,48292,7395
cuad_0067,cuad_0067.txt,Contract_0067,"admin,legal",CUAD,174861,26620
cuad_0068,cuad_0068.txt,Contract_0068,"admin,legal,finance",CUAD,28844,4466
cuad_0069,cuad_0069.txt,Contract_0069,"admin,viewer",CUAD,23746,3696
cuad_0070,cuad_0070.txt,Contract_0070,"admin,viewer",CUAD,17995,2842
cuad_0071,cuad_0071.txt,Contract_0071,"admin,legal,hr",CUAD,28795,4596
cuad_0072,cuad_0072.txt,Contract_0072,"admin,viewer",CUAD,3358,529
cuad_0073,cuad_0073.txt,Contract_0073,"admin,legal,finance",CUAD,19555,3149
cuad_0074,cuad_0074.txt,Contract_0074,"admin,legal,hr",CUAD,10977,1656
cuad_0075,cuad_0075.txt,Contract_0075,"admin,legal",CUAD,47928,7601
cuad_0076,cuad_0076.txt,Contract_0076,"admin,viewer",CUAD,67941,10661
cuad_0077,cuad_0077.txt,Contract_0077,"admin,legal,hr",CUAD,26315,4117
cuad_0078,cuad_0078.txt,Contract_0078,"admin,viewer",CUAD,17477,2777
cuad_0079,cuad_0079.txt,Contract_0079,"admin,legal,hr",CUAD,14030,2264
cuad_0080,cuad_0080.txt,Contract_0080,"admin,legal,hr",CUAD,4819,735
cuad_0081,cuad_0081.txt,Contract_0081,"admin,legal",CUAD,152401,24389
cuad_0082,cuad_0082.txt,Contract_0082,"admin,legal,hr",CUAD,6756,1013
cuad_0083,cuad_0083.txt,Contract_0083,"admin,legal",CUAD,5110,805
cuad_0084,cuad_0084.txt,Contract_0084,"admin,legal,finance",CUAD,28480,4346
cuad_0085,cuad_0085.txt,Contract_0085,"admin,legal",CUAD,141954,22749
cuad_0086,cuad_0086.txt,Contract_0086,"admin,finance",CUAD,5306,811
cuad_0087,cuad_0087.txt,Contract_0087,"admin,legal,finance",CUAD,2945,438
cuad_0088,cuad_0088.txt,Contract_0088,"admin,legal,finance",CUAD,3170,492
cuad_0089,cuad_0089.txt,Contract_0089,"admin,viewer",CUAD,6311,997
cuad_0090,cuad_0090.txt,Contract_0090,"admin,legal,hr",CUAD,65397,10213
cuad_0091,cuad_0091.txt,Contract_0091,"admin,legal",CUAD,115623,17406
cuad_0092,cuad_0092.txt,Contract_0092,"admin,legal,hr",CUAD,45762,7044
cuad_0093,cuad_0093.txt,Contract_0093,"admin,legal,finance",CUAD,56531,8284
cuad_0094,cuad_0094.txt,Contract_0094,"admin,legal,finance",CUAD,61868,9607
cuad_0095,cuad_0095.txt,Contract_0095,"admin,legal,finance",CUAD,56220,8757
cuad_0096,cuad_0096.txt,Contract_0096,"admin,legal,finance",CUAD,34082,5416
cuad_0097,cuad_0097.txt,Contract_0097,"admin,legal,finance",CUAD,11918,1911
cuad_0098,cuad_0098.txt,Contract_0098,"admin,viewer",CUAD,21368,3500
cuad_0099,cuad_0099.txt,Contract_0099,"admin,viewer",CUAD,3856,622
cuad_0100,cuad_0100.txt,Contract_0100,"admin,legal",CUAD,62115,10211
cuad_0101,cuad_0101.txt,Contract_0101,"admin,legal,hr",CUAD,36441,5749
cuad_0102,cuad_0102.txt,Contract_0102,"admin,legal,finance",CUAD,21901,3412
cuad_0103,cuad_0103.txt,Contract_0103,"admin,legal,finance",CUAD,94603,15468
cuad_0104,cuad_0104.txt,Contract_0104,"admin,viewer",CUAD,69038,11008
cuad_0105,cuad_0105.txt,Contract_0105,"admin,viewer",CUAD,8206,1334
cuad_0106,cuad_0106.txt,Contract_0106,"admin,legal",CUAD,35439,5471
cuad_0107,cuad_0107.txt,Contract_0107,"admin,legal",CUAD,18033,2828
cuad_0108,cuad_0108.txt,Contract_0108,"admin,legal,hr",CUAD,38214,5814
cuad_0109,cuad_0109.txt,Contract_0109,"admin,legal",CUAD,48494,7520
cuad_0110,cuad_0110.txt,Contract_0110,"admin,legal,finance",CUAD,158954,24800
cuad_0111,cuad_0111.txt,Contract_0111,"admin,legal",CUAD,11040,1666
cuad_0112,cuad_0112.txt,Contract_0112,"admin,legal,finance",CUAD,29497,4579
cuad_0113,cuad_0113.txt,Contract_0113,"admin,legal",CUAD,18373,2801
cuad_0114,cuad_0114.txt,Contract_0114,"admin,legal,finance",CUAD,39269,5903
cuad_0115,cuad_0115.txt,Contract_0115,"admin,procurement,legal",CUAD,110862,17167
cuad_0116,cuad_0116.txt,Contract_0116,"admin,legal,finance",CUAD,11875,1853
cuad_0117,cuad_0117.txt,Contract_0117,"admin,legal,finance",CUAD,3390,545
cuad_0118,cuad_0118.txt,Contract_0118,"admin,legal",CUAD,1792,291
cuad_0119,cuad_0119.txt,Contract_0119,"admin,legal",CUAD,39154,6030
cuad_0120,cuad_0120.txt,Contract_0120,"admin,legal,finance",CUAD,45125,7187
cuad_0121,cuad_0121.txt,Contract_0121,"admin,legal",CUAD,14269,2235
cuad_0122,cuad_0122.txt,Contract_0122,"admin,legal",CUAD,34771,5426
cuad_0123,cuad_0123.txt,Contract_0123,"admin,legal",CUAD,40607,6320
cuad_0124,cuad_0124.txt,Contract_0124,"admin,legal",CUAD,46192,7131
cuad_0125,cuad_0125.txt,Contract_0125,"admin,legal",CUAD,2097,322
cuad_0126,cuad_0126.txt,Contract_0126,"admin,legal,finance",CUAD,32864,5208
cuad_0127,cuad_0127.txt,Contract_0127,"admin,legal,finance",CUAD,16079,2401
cuad_0128,cuad_0128.txt,Contract_0128,"admin,finance",CUAD,17028,2692
cuad_0129,cuad_0129.txt,Contract_0129,"admin,legal",CUAD,18008,2500
cuad_0130,cuad_0130.txt,Contract_0130,"admin,legal",CUAD,14730,2306
cuad_0131,cuad_0131.txt,Contract_0131,"admin,legal",CUAD,24156,3846
cuad_0132,cuad_0132.txt,Contract_0132,"admin,viewer",CUAD,115061,17995
cuad_0133,cuad_0133.txt,Contract_0133,"admin,legal,hr",CUAD,3491,526
cuad_0134,cuad_0134.txt,Contract_0134,"admin,legal,finance",CUAD,58364,9178
cuad_0135,cuad_0135.txt,Contract_0135,"admin,legal",CUAD,35759,5672
cuad_0136,cuad_0136.txt,Contract_0136,"admin,legal",CUAD,2075,342
cuad_0137,cuad_0137.txt,Contract_0137,"admin,legal",CUAD,14830,2356
cuad_0138,cuad_0138.txt,Contract_0138,"admin,legal,hr",CUAD,16026,2472
cuad_0139,cuad_0139.txt,Contract_0139,"admin,legal",CUAD,228235,34972
cuad_0140,cuad_0140.txt,Contract_0140,"admin,finance",CUAD,225155,34228
cuad_0141,cuad_0141.txt,Contract_0141,"admin,legal",CUAD,16451,2558
cuad_0142,cuad_0142.txt,Contract_0142,"admin,legal,finance",CUAD,104071,16116
cuad_0143,cuad_0143.txt,Contract_0143,"admin,legal,hr",CUAD,163873,25105
cuad_0144,cuad_0144.txt,Contract_0144,"admin,legal",CUAD,2721,387
cuad_0145,cuad_0145.txt,Contract_0145,"admin,legal,hr",CUAD,1662,251
cuad_0146,cuad_0146.txt,Contract_0146,"admin,procurement,legal",CUAD,5168,757
cuad_0147,cuad_0147.txt,Contract_0147,"admin,legal,hr",CUAD,10024,1595
cuad_0148,cuad_0148.txt,Contract_0148,"admin,legal",CUAD,42299,6565
cuad_0149,cuad_0149.txt,Contract_0149,"admin,legal,finance",CUAD,2265,344
cuad_0150,cuad_0150.txt,Contract_0150,"admin,legal,finance",CUAD,7952,1240
cuad_0151,cuad_0151.txt,Contract_0151,"admin,legal,finance",CUAD,1731,258
cuad_0152,cuad_0152.txt,Contract_0152,"admin,legal",CUAD,39485,6122
cuad_0153,cuad_0153.txt,Contract_0153,"admin,viewer",CUAD,57310,8964
cuad_0154,cuad_0154.txt,Contract_0154,"admin,legal",CUAD,19911,3066
cuad_0155,cuad_0155.txt,Contract_0155,"admin,legal",CUAD,224438,33948
cuad_0156,cuad_0156.txt,Contract_0156,"admin,legal",CUAD,73685,11211
cuad_0157,cuad_0157.txt,Contract_0157,"admin,legal,finance",CUAD,30035,4693
cuad_0158,cuad_0158.txt,Contract_0158,"admin,viewer",CUAD,17226,2709
cuad_0159,cuad_0159.txt,Contract_0159,"admin,legal",CUAD,32229,5065
cuad_0160,cuad_0160.txt,Contract_0160,"admin,procurement,legal",CUAD,44981,7274
cuad_0161,cuad_0161.txt,Contract_0161,"admin,viewer",CUAD,51951,8460
cuad_0162,cuad_0162.txt,Contract_0162,"admin,viewer",CUAD,22634,3488
cuad_0163,cuad_0163.txt,Contract_0163,"admin,legal,finance",CUAD,3431,506
cuad_0164,cuad_0164.txt,Contract_0164,"admin,viewer",CUAD,16126,2626
cuad_0165,cuad_0165.txt,Contract_0165,"admin,legal,hr",CUAD,29535,4678
cuad_0166,cuad_0166.txt,Contract_0166,"admin,legal",CUAD,12126,1849
cuad_0167,cuad_0167.txt,Contract_0167,"admin,legal",CUAD,113483,17727
cuad_0168,cuad_0168.txt,Contract_0168,"admin,procurement,legal",CUAD,25131,3935
cuad_0169,cuad_0169.txt,Contract_0169,"admin,legal",CUAD,174813,26789
cuad_0170,cuad_0170.txt,Contract_0170,"admin,legal,finance",CUAD,158521,24379
cuad_0171,cuad_0171.txt,Contract_0171,"admin,legal,finance",CUAD,143955,22349
cuad_0172,cuad_0172.txt,Contract_0172,"admin,legal,hr",CUAD,10447,1633
cuad_0173,cuad_0173.txt,Contract_0173,"admin,legal",CUAD,15574,2386
cuad_0174,cuad_0174.txt,Contract_0174,"admin,legal,finance",CUAD,86888,13634
cuad_0175,cuad_0175.txt,Contract_0175,"admin,legal",CUAD,22179,3485
cuad_0176,cuad_0176.txt,Contract_0176,"admin,legal,hr",CUAD,73669,11389
cuad_0177,cuad_0177.txt,Contract_0177,"admin,viewer",CUAD,2917,435
cuad_0178,cuad_0178.txt,Contract_0178,"admin,procurement,legal",CUAD,54897,8645
cuad_0179,cuad_0179.txt,Contract_0179,"admin,viewer",CUAD,23803,3784
cuad_0180,cuad_0180.txt,Contract_0180,"admin,viewer",CUAD,112058,17201
cuad_0181,cuad_0181.txt,Contract_0181,"admin,legal,finance",CUAD,288054,45143
cuad_0182,cuad_0182.txt,Contract_0182,"admin,procurement,legal",CUAD,37730,5851
cuad_0183,cuad_0183.txt,Contract_0183,"admin,legal,hr",CUAD,16580,2622
cuad_0184,cuad_0184.txt,Contract_0184,"admin,legal,hr",CUAD,8018,1235
cuad_0185,cuad_0185.txt,Contract_0185,"admin,viewer",CUAD,26683,4100
cuad_0186,cuad_0186.txt,Contract_0186,"admin,legal",CUAD,13364,2028
cuad_0187,cuad_0187.txt,Contract_0187,"admin,legal",CUAD,80970,12422
cuad_0188,cuad_0188.txt,Contract_0188,"admin,viewer",CUAD,120009,18473
cuad_0189,cuad_0189.txt,Contract_0189,"admin,legal",CUAD,22111,3545
cuad_0190,cuad_0190.txt,Contract_0190,"admin,legal,finance",CUAD,8208,1236
cuad_0191,cuad_0191.txt,Contract_0191,"admin,viewer",CUAD,20619,3291
cuad_0192,cuad_0192.txt,Contract_0192,"admin,viewer",CUAD,11440,1880
cuad_0193,cuad_0193.txt,Contract_0193,"admin,legal",CUAD,61589,9598
cuad_0194,cuad_0194.txt,Contract_0194,"admin,viewer",CUAD,82541,12652
cuad_0195,cuad_0195.txt,Contract_0195,"admin,legal,finance",CUAD,51638,7965
cuad_0196,cuad_0196.txt,Contract_0196,"admin,viewer",CUAD,99241,15667
cuad_0197,cuad_0197.txt,Contract_0197,"admin,viewer",CUAD,6021,916
cuad_0198,cuad_0198.txt,Contract_0198,"admin,viewer",CUAD,8991,1437
cuad_0199,cuad_0199.txt,Contract_0199,"admin,legal,hr",CUAD,143885,23419
cuad_0200,cuad_0200.txt,Contract_0200,"admin,finance",CUAD,160857,26826
cuad_0201,cuad_0201.txt,Contract_0201,"admin,legal,hr",CUAD,97842,15521
cuad_0202,cuad_0202.txt,Contract_0202,"admin,viewer",CUAD,3877,630
cuad_0203,cuad_0203.txt,Contract_0203,"admin,legal",CUAD,32633,5200
cuad_0204,cuad_0204.txt,Contract_0204,"admin,legal,finance",CUAD,208309,32705
cuad_0205,cuad_0205.txt,Contract_0205,"admin,viewer",CUAD,16253,2662
cuad_0206,cuad_0206.txt,Contract_0206,"admin,legal,hr",CUAD,75754,12091
cuad_0207,cuad_0207.txt,Contract_0207,"admin,legal,finance",CUAD,188546,28535
cuad_0208,cuad_0208.txt,Contract_0208,"admin,legal,finance",CUAD,161409,25331
cuad_0209,cuad_0209.txt,Contract_0209,"admin,viewer",CUAD,73767,11873
cuad_0210,cuad_0210.txt,Contract_0210,"admin,viewer",CUAD,17692,2769
cuad_0211,cuad_0211.txt,Contract_0211,"admin,legal",CUAD,131364,19921
cuad_0212,cuad_0212.txt,Contract_0212,"admin,legal,hr",CUAD,11984,1850
cuad_0213,cuad_0213.txt,Contract_0213,"admin,legal,hr",CUAD,11984,1850
cuad_0214,cuad_0214.txt,Contract_0214,"admin,legal,hr",CUAD,29606,4736
cuad_0215,cuad_0215.txt,Contract_0215,"admin,legal,hr",CUAD,27864,4188
cuad_0216,cuad_0216.txt,Contract_0216,"admin,legal,hr",CUAD,20549,3192
cuad_0217,cuad_0217.txt,Contract_0217,"admin,procurement,legal",CUAD,20776,3199
cuad_0218,cuad_0218.txt,Contract_0218,"admin,legal,hr",CUAD,18332,2766
cuad_0219,cuad_0219.txt,Contract_0219,"admin,legal,hr",CUAD,24273,3724
cuad_0220,cuad_0220.txt,Contract_0220,"admin,legal,hr",CUAD,22638,3526
cuad_0221,cuad_0221.txt,Contract_0221,"admin,legal,hr",CUAD,33358,5346
cuad_0222,cuad_0222.txt,Contract_0222,"admin,legal,hr",CUAD,12335,1896
cuad_0223,cuad_0223.txt,Contract_0223,"admin,legal",CUAD,37722,5816
cuad_0224,cuad_0224.txt,Contract_0224,"admin,legal,hr",CUAD,6256,936
cuad_0225,cuad_0225.txt,Contract_0225,"admin,viewer",CUAD,3600,555
cuad_0226,cuad_0226.txt,Contract_0226,"admin,legal,finance",CUAD,6375,973
cuad_0227,cuad_0227.txt,Contract_0227,"admin,legal,hr",CUAD,38923,6029
cuad_0228,cuad_0228.txt,Contract_0228,"admin,legal",CUAD,6294,940
cuad_0229,cuad_0229.txt,Contract_0229,"admin,viewer",CUAD,28636,4539
cuad_0230,cuad_0230.txt,Contract_0230,"admin,legal",CUAD,145583,23663
cuad_0231,cuad_0231.txt,Contract_0231,"admin,legal",CUAD,222553,33705
cuad_0232,cuad_0232.txt,Contract_0232,"admin,procurement,legal",CUAD,1942,302
cuad_0233,cuad_0233.txt,Contract_0233,"admin,legal",CUAD,14389,2280
cuad_0234,cuad_0234.txt,Contract_0234,"admin,legal,hr",CUAD,24632,4009
cuad_0235,cuad_0235.txt,Contract_0235,"admin,legal",CUAD,118490,17975
cuad_0236,cuad_0236.txt,Contract_0236,"admin,legal",CUAD,28710,4201
cuad_0237,cuad_0237.txt,Contract_0237,"admin,legal,hr",CUAD,55627,8823
cuad_0238,cuad_0238.txt,Contract_0238,"admin,legal,hr",CUAD,19010,2955
cuad_0239,cuad_0239.txt,Contract_0239,"admin,legal,hr",CUAD,111427,16573
cuad_0240,cuad_0240.txt,Contract_0240,"admin,legal,finance",CUAD,62880,9967
cuad_0241,cuad_0241.txt,Contract_0241,"admin,legal",CUAD,12901,1970
cuad_0242,cuad_0242.txt,Contract_0242,"admin,legal",CUAD,22726,3596
cuad_0243,cuad_0243.txt,Contract_0243,"admin,viewer",CUAD,19881,2925
cuad_0244,cuad_0244.txt,Contract_0244,"admin,legal",CUAD,3217,464
cuad_0245,cuad_0245.txt,Contract_0245,"admin,finance",CUAD,33337,5299
cuad_0246,cuad_0246.txt,Contract_0246,"admin,legal,hr",CUAD,11944,1796
cuad_0247,cuad_0247.txt,Contract_0247,"admin,legal,hr",CUAD,64867,10051
cuad_0248,cuad_0248.txt,Contract_0248,"admin,legal,finance",CUAD,39252,6469
cuad_0249,cuad_0249.txt,Contract_0249,"admin,finance",CUAD,31700,4887
cuad_0250,cuad_0250.txt,Contract_0250,"admin,legal,hr",CUAD,11681,1876
cuad_0251,cuad_0251.txt,Contract_0251,"admin,legal",CUAD,98144,15402
cuad_0252,cuad_0252.txt,Contract_0252,"admin,viewer",CUAD,23146,3589
cuad_0253,cuad_0253.txt,Contract_0253,"admin,legal",CUAD,19606,2983
cuad_0254,cuad_0254.txt,Contract_0254,"admin,legal,hr",CUAD,154165,24022
cuad_0255,cuad_0255.txt,Contract_0255,"admin,viewer",CUAD,56587,8876
cuad_0256,cuad_0256.txt,Contract_0256,"admin,viewer",CUAD,14799,2348
cuad_0257,cuad_0257.txt,Contract_0257,"admin,viewer",CUAD,68290,11313
cuad_0258,cuad_0258.txt,Contract_0258,"admin,legal",CUAD,44773,7008
cuad_0259,cuad_0259.txt,Contract_0259,"admin,legal,finance",CUAD,91774,12890
cuad_0260,cuad_0260.txt,Contract_0260,"admin,legal",CUAD,31682,4685
cuad_0261,cuad_0261.txt,Contract_0261,"admin,legal,hr",CUAD,26355,3983
cuad_0262,cuad_0262.txt,Contract_0262,"admin,viewer",CUAD,35912,5559
cuad_0263,cuad_0263.txt,Contract_0263,"admin,viewer",CUAD,52082,8067
cuad_0264,cuad_0264.txt,Contract_0264,"admin,finance",CUAD,36441,5793
cuad_0265,cuad_0265.txt,Contract_0265,"admin,viewer",CUAD,10988,1762
cuad_0266,cuad_0266.txt,Contract_0266,"admin,legal",CUAD,3847,564
cuad_0267,cuad_0267.txt,Contract_0267,"admin,legal,finance",CUAD,14352,2213
cuad_0268,cuad_0268.txt,Contract_0268,"admin,viewer",CUAD,5467,820
cuad_0269,cuad_0269.txt,Contract_0269,"admin,procurement,legal",CUAD,26076,4010
cuad_0270,cuad_0270.txt,Contract_0270,"admin,finance",CUAD,7583,1172
cuad_0271,cuad_0271.txt,Contract_0271,"admin,legal",CUAD,16760,2692
cuad_0272,cuad_0272.txt,Contract_0272,"admin,legal,hr",CUAD,8713,1449
cuad_0273,cuad_0273.txt,Contract_0273,"admin,legal,hr",CUAD,15484,2452
cuad_0274,cuad_0274.txt,Contract_0274,"admin,viewer",CUAD,28061,4429
cuad_0275,cuad_0275.txt,Contract_0275,"admin,legal",CUAD,36140,5496
cuad_0276,cuad_0276.txt,Contract_0276,"admin,viewer",CUAD,53418,8497
cuad_0277,cuad_0277.txt,Contract_0277,"admin,legal,hr",CUAD,40729,6661
cuad_0278,cuad_0278.txt,Contract_0278,"admin,legal",CUAD,188017,28275
cuad_0279,cuad_0279.txt,Contract_0279,"admin,legal",CUAD,19212,2990
cuad_0280,cuad_0280.txt,Contract_0280,"admin,legal,finance",CUAD,5699,900
cuad_0281,cuad_0281.txt,Contract_0281,"admin,legal",CUAD,49133,7600
cuad_0282,cuad_0282.txt,Contract_0282,"admin,viewer",CUAD,66283,10152
cuad_0283,cuad_0283.txt,Contract_0283,"admin,legal",CUAD,70630,10675
cuad_0284,cuad_0284.txt,Contract_0284,"admin,viewer",CUAD,17381,2588
cuad_0285,cuad_0285.txt,Contract_0285,"admin,legal,hr",CUAD,24320,3865
cuad_0286,cuad_0286.txt,Contract_0286,"admin,legal,hr",CUAD,41494,6760
cuad_0287,cuad_0287.txt,Contract_0287,"admin,legal",CUAD,222686,35320
cuad_0288,cuad_0288.txt,Contract_0288,"admin,viewer",CUAD,16521,2578
cuad_0289,cuad_0289.txt,Contract_0289,"admin,viewer",CUAD,57328,8966
cuad_0290,cuad_0290.txt,Contract_0290,"admin,legal,finance",CUAD,18781,2765
cuad_0291,cuad_0291.txt,Contract_0291,"admin,legal,hr",CUAD,112251,17813
cuad_0292,cuad_0292.txt,Contract_0292,"admin,legal,hr",CUAD,113884,18815
cuad_0293,cuad_0293.txt,Contract_0293,"admin,procurement,legal",CUAD,11290,1807
cuad_0294,cuad_0294.txt,Contract_0294,"admin,finance",CUAD,129720,20955
cuad_0295,cuad_0295.txt,Contract_0295,"admin,legal,hr",CUAD,18338,2901
cuad_0296,cuad_0296.txt,Contract_0296,"admin,viewer",CUAD,44963,7308
cuad_0297,cuad_0297.txt,Contract_0297,"admin,legal,hr",CUAD,36698,5757
cuad_0298,cuad_0298.txt,Contract_0298,"admin,legal,hr",CUAD,130381,21046
cuad_0299,cuad_0299.txt,Contract_0299,"admin,viewer",CUAD,133102,20910
cuad_0300,cuad_0300.txt,Contract_0300,"admin,legal,finance",CUAD,40366,6178
cuad_0301,cuad_0301.txt,Contract_0301,"admin,legal",CUAD,78715,12140
cuad_0302,cuad_0302.txt,Contract_0302,"admin,viewer",CUAD,55838,8575
cuad_0303,cuad_0303.txt,Contract_0303,"admin,legal",CUAD,287305,45529
cuad_0304,cuad_0304.txt,Contract_0304,"admin,legal",CUAD,38630,6251
cuad_0305,cuad_0305.txt,Contract_0305,"admin,legal",CUAD,45313,7264
cuad_0306,cuad_0306.txt,Contract_0306,"admin,legal",CUAD,153377,24526
cuad_0307,cuad_0307.txt,Contract_0307,"admin,legal",CUAD,169660,26422
cuad_0308,cuad_0308.txt,Contract_0308,"admin,viewer",CUAD,54777,8560
cuad_0309,cuad_0309.txt,Contract_0309,"admin,viewer",CUAD,19699,2625
cuad_0310,cuad_0310.txt,Contract_0310,"admin,viewer",CUAD,36344,5772
cuad_0311,cuad_0311.txt,Contract_0311,"admin,legal,finance",CUAD,59037,9387
cuad_0312,cuad_0312.txt,Contract_0312,"admin,legal,finance",CUAD,25892,4179
cuad_0313,cuad_0313.txt,Contract_0313,"admin,legal,hr",CUAD,2792,413
cuad_0314,cuad_0314.txt,Contract_0314,"admin,legal,finance",CUAD,17612,2798
cuad_0315,cuad_0315.txt,Contract_0315,"admin,legal,finance",CUAD,26974,4447
cuad_0316,cuad_0316.txt,Contract_0316,"admin,legal,finance",CUAD,36939,6004
cuad_0317,cuad_0317.txt,Contract_0317,"admin,legal",CUAD,270719,42741
cuad_0318,cuad_0318.txt,Contract_0318,"admin,legal",CUAD,188765,28406
cuad_0319,cuad_0319.txt,Contract_0319,"admin,legal,finance",CUAD,43294,6957
cuad_0320,cuad_0320.txt,Contract_0320,"admin,legal",CUAD,25756,4152
